WKT,id,title,type,description,location,accessibility,opening_hours,toilet_image
POINT (-6.142279599999998 53.17315199999999),757,Avoca Kilmacanoge,Public Toilet,"An Avoca retail store offering clothing, home goods, and food items in Kilmacanoge.",Retail area,Accessible,"Monday - Saturday: 9am - 6pm, Sunday: 10am - 5pm",toilet_image.png
POINT (-6.116576200000001 53.1845011),758,Pettitt's SuperValu Bray,Public Toilet,"A Pettitt's SuperValu supermarket offering groceries, fresh produce, and household items in Bray.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-6.1856588 53.2516269),759,Carrickmines Park,Public Toilet,A park area with walking trails and recreational facilities at Carrickmines Park.,Suburban area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-6.108737700000001 53.1956021),760,Tesco Superstore,Public Toilet,"A Tesco supermarket offering groceries, fresh produce, and household items.",Retail park,Accessible,Monday - Sunday: 7am - 10pm,toilet_image.png
POINT (-6.3633915 53.31914260000001),761,Red Cow Moran Hotel,Public Toilet,"A hotel offering accommodations, dining, and event facilities at Red Cow Moran Hotel.",City outskirts,Accessible,24-Jul,toilet_image.png
POINT (-9.266741099999999 51.5448129),762,Lidl,Public Toilet,"A Lidl supermarket offering groceries, fresh produce, and household items.",Commercial area,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-8.178333299999998 51.9166667),763,Market Green Shopping Centre,Public Toilet,A shopping centre offering a variety of stores and services at Market Green Shopping Centre.,Retail park,Public,Monday - Sunday: 9am - 8pm,toilet_image.png
POINT (-6.2282979 53.2590572),764,Fernhill Park & Gardens,Public Toilet,"A public park and gardens with walking trails, picnic areas, and scenic views at Fernhill Park & Gardens.",Suburban area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-7.890668500000001 52.5104714),765,Cashel Town Shopping Centre,Public Toilet,"A shopping centre with various retail stores, restaurants, and amenities.",Town center,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 11am - 5pm",toilet_image.png
POINT (-8.879648999999999 52.7104578),766,Skycourt Shopping Centre,Public Toilet,"A large shopping centre featuring a wide range of shops, eateries, and entertainment options.",Town center,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 10am - 6pm",toilet_image.png
POINT (-8.087098600000001 54.658295),767,Lidl,Public Toilet,"A Lidl supermarket offering groceries, fresh produce, and household items.",Retail area,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-6.6823115 53.29010529999999),768,Condron's SuperValu Clane,Public Toilet,"A SuperValu supermarket providing groceries, fresh produce, and household goods.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 10am - 7pm",toilet_image.png
POINT (-6.1095311 53.3902247),769,SuperValu Sutton,Public Toilet,"A SuperValu supermarket offering groceries, fresh produce, and household items.",Suburban area,Accessible,"Monday - Saturday: 7am - 10pm, Sunday: 9am - 9pm",toilet_image.png
POINT (-6.1032188 53.3864256),770,Public toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.919351700000001 53.1493928),771,Centra Junction 13,Public Toilet,"A Centra convenience store offering groceries, snacks, and household essentials.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-7.3620484 53.9943425),772,"Cathedral of Saints Patrick & Felim, public",Public Toilet,Public toilets available at the Cathedral of Saints Patrick & Felim in Cavan.,City center,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-8.03781 52.849068),773,Centra Toomevara,Public Toilet,"A Centra convenience store offering groceries, snacks, and household essentials.",Main street,Accessible,Monday - Sunday: 6am - 10pm,toilet_image.png
POINT (-6.8346665 53.41492089999999),774,Applegreen,Public Toilet,"An Applegreen service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-8.4972275 53.7689788),775,Lidl,Public Toilet,"A Lidl supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-6.969844599999998 54.24663289999999),776,Monaghan Shopping Centre,Public Toilet,"A shopping centre with a variety of retail stores, restaurants, and entertainment options.",Town center,Accessible,"Monday - Saturday: 9am - 6pm, Sunday: 11am - 5pm",toilet_image.png
POINT (-8.1984148 52.8625297),777,O'Connors SuperValu Kenyon Street Market,Public Toilet,"A SuperValu supermarket providing groceries, fresh produce, and household goods.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 10am - 7pm",toilet_image.png
POINT (-8.2220286 53.0907087),778,Portumna Playground Toilets,Public Toilet,Public toilets available at Portumna Playground.,Park area,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-7.4604118361378555 52.126594859692105),779,Stradbally Cove Toilets,Public Toilet,Public toilets available at Stradbally Cove.,Coastal area,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-8.174106199999999 54.30314699999999),780,Rooney's SuperValu Manorhamilton,Public Toilet,"A SuperValu supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 7am - 9pm, Sunday: 8am - 8pm",toilet_image.png
POINT (-8.369005399999999 54.3385785),781,Toilet,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-8.1674568 51.905135),782,Circle K Lakeview,Public Toilet,"A Circle K service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.2963691 52.671734),783,Gorey Shopping Centre,Public Toilet,"A shopping centre with various retail stores, eateries, and entertainment options.",Town center,Accessible,"Monday - Saturday: 9am - 6pm, Sunday: 10am - 5pm",toilet_image.png
POINT (-7.8462101 51.939817),784,Front Strand Public Toilets,Public Toilet,Public toilets available at Front Strand beach.,Coastal area,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-7.934467199999999 52.37450390000001),785,Texaco R688,Public Toilet,"A Texaco service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.5338822 53.3384018),786,Applegreen,Public Toilet,"An Applegreen service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.210191300000001 53.5402312),787,Applegreen Southbound.,Public Toilet,"An Applegreen service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.2150106 53.5371791),788,Applegreen,Public Toilet,"An Applegreen service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-7.1981006 53.10778879999999),789,Toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-8.500294 51.88319749999999),790,St. Finbarr’s Cemetery,Public Toilet,A cemetery offering burial plots and memorial services.,Suburban area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-6.0526003 52.9880122),791,Wicklow Train Station,Public Toilet,A train station providing passenger services to various destinations.,City center,Accessible,Monday - Sunday: 6am - 10pm,toilet_image.png
POINT (-7.935225799999999 53.4265877),792,"Athlone Bus Station, public",Public Toilet,A public bus station providing intercity and regional bus services.,City center,Accessible,Monday - Sunday: 6am - 11pm,toilet_image.png
POINT (-7.822069600000001 52.6767768),793,Thurles,Public Toilet,"A town with various shops, restaurants, and amenities.",Town center,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 11am - 5pm",toilet_image.png
POINT (-6.7322668 53.4819883),794,Londis - Supermarket,Public Toilet,"A Londis supermarket offering groceries, fresh produce, and household items.",Suburban area,Accessible,"Monday - Saturday: 7am - 9pm, Sunday: 9am - 7pm",toilet_image.png
POINT (-8.1338327 55.12034699999999),795,EUROSPAR Gortahork,Public Toilet,"A EUROSPAR supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 10am - 6pm",toilet_image.png
POINT (-6.1478112 52.9292653),796,"National Botanic Gardens, public",Public Toilet,A public botanical garden featuring a wide variety of plant species.,Suburban area,Accessible,Monday - Sunday: 9am - 6pm,toilet_image.png
POINT (-6.2168025 53.41258240000001),797,Circle K Clonshaugh,Public Toilet,"A Circle K service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.816372800000002 53.16709039999999),798,Maxol Service Station Newbridge,Public Toilet,"A Maxol service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-8.6066974 53.2645083),799,The Galway Plaza,Public Toilet,"A plaza with various shops, restaurants, and amenities.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-8.09399 53.9430642),800,Carrick on Shannon Public Toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-7.442920999999999 55.150172),801,McDaids Bathroom Plumbing Tiles,Public Toilet,"A store offering bathroom, plumbing, and tiling supplies.",Suburban area,Accessible,"Monday - Saturday: 9am - 6pm, Sunday: Closed",toilet_image.png
POINT (-7.2662923 55.2512772),802,Carndonagh Shopping Centre Toilets,Public Toilet,Public toilets available at Carndonagh Shopping Centre.,Shopping center,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-9.0536151 53.2696822),803,Galway City Museum,Public Toilet,A museum showcasing the history and culture of Galway city.,City center,Accessible,"Tuesday - Sunday: 10am - 5pm, Monday: Closed",toilet_image.png
POINT (-9.439117000000001 51.9030402),804,Kilgarvan Community Centre,Public Toilet,"A community centre offering various events, activities, and facilities for local residents.",Town center,Accessible,"Monday - Friday: 9am - 9pm, Saturday: 10am - 6pm, Sunday: Closed",toilet_image.png
POINT (-8.485721 53.7615202),805,Castlerea Train Station,Public Toilet,A train station providing passenger services to various destinations.,Town center,Accessible,Monday - Sunday: 6am - 10pm,toilet_image.png
POINT (-6.4649051 52.7999378),806,Centra Tinahely,Public Toilet,"A Centra convenience store offering groceries, snacks, and household essentials.",Town center,Accessible,"Monday - Saturday: 7am - 9pm, Sunday: 8am - 8pm",toilet_image.png
POINT (-8.9538824 53.1395692),807,Emo Oil - Wild Atlantic Way Service Station,Public Toilet,"A service station offering fuel, snacks, and convenience items for motorists on the Wild Atlantic Way.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-7.318224 54.99675000000001),808,Foyle Street Buscentre,Public Toilet,A bus station providing local and regional bus services.,City center,Accessible,Monday - Sunday: 5am - 11pm,toilet_image.png
POINT (-8.0010689 51.8272478),809,Ballycotton pier Bathrooms,Public Toilet,Public toilets available at Ballycotton pier.,Coastal area,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.696444 54.876001),810,Drumnaph Nature Reserve,Public Toilet,"A nature reserve with walking trails, birdwatching opportunities, and picnic areas.",Rural area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-6.6733647 54.8438846),811,Maghera Public Toilets,Public Toilet,Public toilets available in Maghera.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-9.265498299999997 51.5027901),812,Trá na Móna,Public Toilet,"A scenic beach with sandy shores, suitable for swimming and picnics.",Coastal area,Accessible,"Daily, Sunrise to Sunset",toilet_image.png
POINT (-6.147544799999999 53.9819677),813,Templetown Beach Car Park,Public Toilet,A parking area near Templetown Beach.,Coastal area,Accessible,24-Jul,toilet_image.png
POINT (-9.9993251 51.6775049),814,Travara Playground,Public Toilet,"A children's playground with swings, slides, and climbing frames.",Suburban area,Accessible,"Daily, 9am - 7pm",toilet_image.png
POINT (-7.627263700000001 52.9397025),815,Inver,Public Toilet,"A gas station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-8.584659799999999 53.2020042),816,Supermac’s & Papa John’s,Public Toilet,"A fast food restaurant offering burgers, fries, pizza, and more.",Town center,Accessible,Monday - Sunday: 11am - 11pm,toilet_image.png
POINT (-8.574591899999998 52.6492502),817,B&Q Limerick,Public Toilet,"A hardware store offering tools, DIY supplies, and home improvement products.",Retail area,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 10am - 6pm",toilet_image.png
POINT (-7.987557799999998 53.1900809),818,Flynn's SuperValu Banagher,Public Toilet,"A SuperValu supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 7am - 9pm, Sunday: 8am - 8pm",toilet_image.png
POINT (-9.3156007 54.10056900000001),819,Mulhern’s Service Station,Public Toilet,"A service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-7.349353 52.9135268),820,Breslin's SuperValu Abbeyleix,Public Toilet,"A SuperValu supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 8am - 9pm, Sunday: 9am - 8pm",toilet_image.png
POINT (-6.540936400000001 53.5111324),821,Healy's SuperValu Dunshaughlin,Public Toilet,"A SuperValu supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 7am - 10pm, Sunday: 8am - 8pm",toilet_image.png
POINT (-9.8233278 54.02445849999999),822,Ballycroy Visitor Centre - Wild Nephin National Park,Public Toilet,A visitor center providing information about the Wild Nephin National Park.,Rural area,Accessible,Monday - Sunday: 9am - 5pm,toilet_image.png
POINT (-6.178846300000001 53.3027896),823,Blackrock,Public Toilet,"A coastal town with shops, restaurants, and scenic views of the sea.",Town center,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 10am - 5pm",toilet_image.png
POINT (-6.462160300000001 52.3380334),824,National Opera House,Public Toilet,A national opera house hosting various musical and theatrical performances.,City center,Accessible,Event dependent,toilet_image.png
POINT (-6.569379700000001 52.4967188),825,National 1798 Rebellion Centre,Public Toilet,A museum and exhibition center dedicated to the 1798 Rebellion.,Town center,Accessible,"Tuesday - Sunday: 10am - 5pm, Monday: Closed",toilet_image.png
POINT (-6.500065799999999 52.5906289),826,Ferns Castle Visitor Centre,Public Toilet,A visitor center providing information about Ferns Castle and its history.,Town center,Accessible,"Monday - Saturday: 9am - 5pm, Sunday: 11am - 4pm",toilet_image.png
POINT (-8.6255223 52.669718),827,King John's Castle,Public Toilet,A historic castle offering guided tours and exhibits.,Town center,Accessible,"Monday - Saturday: 10am - 5pm, Sunday: 11am - 4pm",toilet_image.png
POINT (-5.8738218 54.1746478),828,Blood Bridge Car Park,Public Toilet,A parking area near Blood Bridge.,Rural area,Accessible,24-Jul,toilet_image.png
POINT (-7.5680687 52.0460139),829,An Rinn Playground,Public Toilet,"A children's playground with swings, slides, and climbing frames.",Suburban area,Accessible,"Daily, 9am - 6pm",toilet_image.png
POINT (-9.2624848 51.5550181),830,Public Toilet,Public Toilet,Public toilet available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-9.891276099999999 53.5611083),831,Kylemore Visitor Information Point,Public Toilet,A visitor information point providing information about Kylemore Abbey and its surroundings.,Rural area,Accessible,Monday - Sunday: 9am - 5pm,toilet_image.png
POINT (-6.395093399999999 53.32372520000001),832,D22 E9X5,Public Toilet,Unknown,Unknown,Unknown,Unknown,toilet_image.png
POINT (-6.434685199999998 54.42835609999999),833,Asda Portadown Superstore,Public Toilet,"An Asda supermarket offering groceries, fresh produce, and household items.",Suburban area,Accessible,"Monday - Saturday: 7am - 11pm, Sunday: 1pm - 6pm",toilet_image.png
POINT (-6.6511911 54.3463618),834,Public Toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.653997 54.34568),835,Public Toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.6526723 54.3480526),836,Public Toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.651193 54.3476317),837,Sainsbury's,Public Toilet,"A Sainsbury's supermarket offering groceries, fresh produce, and household items.",Town center,Accessible,"Monday - Saturday: 8am - 10pm, Sunday: 10am - 4pm",toilet_image.png
POINT (-6.0175322 54.694219),838,Applegreen Temple Patrick Services Northbound M2,Public Toilet,"An Applegreen service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-5.7270816 54.8477337),839,Portmuck Harbour Public Toilets,Public Toilet,Public toilets available at Portmuck Harbour.,Coastal area,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-7.985871399999998 53.44965649999999),840,Top Oil Hodson Bay Service Station,Public Toilet,"A Top Oil service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.4176391 53.2775719),841,Spar,Public Toilet,"A Spar convenience store offering groceries, snacks, and household items.",Suburban area,Accessible,"Monday - Saturday: 7am - 10pm, Sunday: 9am - 9pm",toilet_image.png
POINT (-5.961861499999999 54.5760628),842,The Range,Public Toilet,"A retail store offering a variety of products including home goods, furniture, and decor.",Retail area,Accessible,"Monday - Saturday: 9am - 8pm, Sunday: 11am - 5pm",toilet_image.png
POINT (-8.478090499999999 51.9004078),843,North Main Street Car Park,Public Toilet,A parking area located on North Main Street.,Urban area,Accessible,24-Jul,toilet_image.png
POINT (-6.3269231 54.4645023),844,Lurgan Park Toilets,Public Toilet,Public toilets available at Lurgan Park.,Park,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.2110652 52.86146049999999),845,Avoca Cafe,Public Toilet,"An Avoca cafe offering coffee, pastries, and light meals.",Town center,Accessible,"Monday - Saturday: 8am - 6pm, Sunday: 10am - 5pm",toilet_image.png
POINT (-9.4277773 52.8689736),846,Public Toilets,Public Toilet,Public toilets available for use by visitors and passersby.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.260882199999999 53.3502635),847,McDonald's Toilet,Public Toilet,Toilet facilities available at McDonald's.,Retail area,Accessible,24/7 (Code is 3838),toilet_image.png
POINT (-7.801226600000001 51.97424479999999),848,Applegreen Kinsalebeg Toilets,Public Toilet,Public toilets available at Applegreen Kinsalebeg.,Highway rest stop,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-8.6435228 52.6303219),849,Centra Dooradoyle,Public Toilet,"A Centra convenience store offering groceries, snacks, and household items.",Suburban area,Accessible,"Monday - Saturday: 7am - 10pm, Sunday: 9am - 9pm",toilet_image.png
POINT (-6.135762199999999 53.1696955),850,Circle K Kilmacanogue (N11 Southbound),Public Toilet,"A Circle K service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.1364503 53.1690954),851,Kilmacanogue Service Station,Public Toilet,"A service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.0803554 52.9929577),852,Rathnew Community Centre,Public Toilet,"A community centre offering various events, activities, and facilities for local residents.",Suburban area,Accessible,"Daily, 8am onwards (Wheelchair accessible)",toilet_image.png
POINT (-9.0465109 51.93592220000001),853,M. & J. Kelleher Ltd.,Public Toilet,Unknown,Unknown,Unknown,Unknown,toilet_image.png
POINT (-9.145726 51.9365224),854,Centra Ballymakeera,Public Toilet,"A Centra convenience store offering groceries, snacks, and household items.",Suburban area,Accessible,"Monday - Saturday: 7am - 9pm, Sunday: 8am - 8pm",toilet_image.png
POINT (-6.590614 53.378086),855,Maynooth,Public Toilet,"A town with various shops, restaurants, and amenities.",Town center,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 10am - 5pm",toilet_image.png
POINT (-6.15819 53.44297),856,Malahide Playground Toilets,Public Toilet,Public toilets available at Malahide Playground.,Park,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-9.508792 52.0582114),857,Killarney Bus Tours with Deros Tours,Public Toilet,A tour operator offering bus tours around Killarney and its attractions.,Urban area,Accessible,Monday - Sunday: 9am - 5pm,toilet_image.png
POINT (-6.9269128 52.8321567),858,Woodie's Carlow,Public Toilet,"A Woodie's hardware store offering tools, DIY supplies, and home improvement products.",Retail area,Accessible,"Monday - Saturday: 8am - 8pm, Sunday: 10am - 6pm (Storage room/Toilet available before exit on the right side)",toilet_image.png
POINT (-6.2585813 53.36312859999999),859,Drumcondra Dart Station,Public Toilet,A train station providing Dart services to commuters.,Transport hub,Accessible,Monday - Sunday: 5am - 12am,toilet_image.png
POINT (-9.691108999999999 52.270146),860,Dunnes Stores Tralee,Public Toilet,"A Dunnes Stores supermarket offering groceries, fresh produce, and household items.",Retail area,Accessible,"Monday - Saturday: 9am - 9pm, Sunday: 10am - 7pm",toilet_image.png
POINT (-8.8754823 52.7126169),861,Circle K Shannon,Public Toilet,"A Circle K service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24-Jul,toilet_image.png
POINT (-6.2856618 52.6755172),862,Applegreen Gorey,Public Toilet,"An Applegreen service station offering fuel, snacks, and convenience items for motorists on the go.",Highway rest stop,Accessible,24/7 (Located just off the roundabout at the bottom of Esmonde Street),toilet_image.png
POINT (-8.4716103 51.89847040000001),863,Penneys,Public Toilet,"A retail store offering clothing, accessories, and homeware.",Retail area,Accessible,"Monday - Saturday: 9am - 7pm, Sunday: 11am - 6pm",toilet_image.png
POINT (-10.2230277 51.9477506),864,Cahersiveen Public toilets,Public Toilet,Public toilets available for use by visitors and passersby in Cahersiveen.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.2289194 53.46154389999999),865,Lidl,Public Toilet,"A Lidl supermarket offering groceries, fresh produce, and household items.",Retail area,Accessible,"Monday - Saturday: 8am - 10pm, Sunday: 10am - 8pm",toilet_image.png
POINT (-9.9455127 53.5506192),866,Connemara National Park Visitor Centre,Public Toilet,A visitor centre providing information about Connemara National Park and its trails.,Rural area,Accessible,Monday - Sunday: 9am - 5:30pm,toilet_image.png
POINT (-7.7101405 52.35354200000001),867,ALDI,Public Toilet,"An ALDI supermarket offering groceries, fresh produce, and household items.",Retail area,Accessible,"Monday - Saturday: 9am - 9pm, Sunday: 10am - 7pm",toilet_image.png
POINT (-8.1047012 55.1364505),868,Batch Donegal,Public Toilet,"A cafe offering food, drinks, and a public toilet for patrons.",Urban area,Accessible,"Monday - Saturday: 9am - 6pm, Sunday: 10am - 5pm (Toilet available in the cafe)",toilet_image.png
POINT (-6.0433978 55.1276958),870,Cushendun public toilets,Public Toilet,Public toilets available for use by visitors and passersby in Cushendun.,Town center,Accessible,"Daily, 8am - 8pm",toilet_image.png
POINT (-6.18006 53.60626),871,Testing,Public Toilet,Testing,Testing,Testing,Testing,toilet_image.png
POINT(-6.153446687981211 53.27974594015489),873,yep,Public Toilet,yep,yep,yep,yep,toilet_image.png
POINT(-6.153446687981211 53.27974594015489),874,test,Public Toilet,test,test,test,test,toilet_image.png
